row_index,title,field,value
1633,Synthesis and properties of a novel structural binder utilizing the chemistry of iron carbonation.,open_access_pdf,unclear
1634,Synergistic effect of waste concrete powder and traditional SCMs in preparing clinker-free cement: Hydration and microstructure evolution,abstract,unclear
1634,Synergistic effect of waste concrete powder and traditional SCMs in preparing clinker-free cement: Hydration and microstructure evolution,open_access_pdf,unclear
1636,Assessment of the Applicability of Waste Concrete Fine Powder as a Raw Material for Cement Clinker,open_access_pdf,unclear
1637,STUDY ON IMPROVEMENT OF INITIAL HYDRATION OF CEMENT AND NUCLEATION EFFECT BY USIBG WASTE CONCRETE POWDER,abstract,unclear
1637,STUDY ON IMPROVEMENT OF INITIAL HYDRATION OF CEMENT AND NUCLEATION EFFECT BY USIBG WASTE CONCRETE POWDER,open_access_pdf,unclear
1638,"Improving the Mechanical, Corrosion Resistance, Microstructural and Environmental Performance of Recycled Aggregate Concrete Using Ceramic Waste Powder as an Alternative to Cement",open_access_pdf,unclear
1640,Investigations of Portland Limestone Cement and Waste Glass Powder for Sustainable Ultra-High Performance Concrete,abstract,unclear
1640,Investigations of Portland Limestone Cement and Waste Glass Powder for Sustainable Ultra-High Performance Concrete,open_access_pdf,unclear
1641,Effect of thermo-mechanical activation of waste concrete powder (WCP) on the characteristics of cement mixtures,abstract,unclear
1643,Reusing Waste Concrete Recycled Powder in Mortar: Paste Substitution versus Cement Substitution,abstract,unclear
1643,Reusing Waste Concrete Recycled Powder in Mortar: Paste Substitution versus Cement Substitution,open_access_pdf,unclear
1644,Concrete powder waste as a substitution for Portland cement for environment-friendly cement production,abstract,unclear
1644,Concrete powder waste as a substitution for Portland cement for environment-friendly cement production,open_access_pdf,unclear
1645,A comparative life cycle assessment of recycling waste concrete powder into CO2-Capture products.,open_access_pdf,unclear
1646,Chloride transport and thermoactivated modification of sustainable cement-based materials with high-content waste concrete powder,abstract,unclear
1647,Multi-scale characteristics of magnesium potassium phosphate cement enhanced by waste concrete powder,abstract,unclear
1647,Multi-scale characteristics of magnesium potassium phosphate cement enhanced by waste concrete powder,open_access_pdf,unclear
1648,Achieving carbon utilization and storage (CUS) in cement-based materials with wet-grinding carbonated concrete slurry waste,abstract,unclear
1648,Achieving carbon utilization and storage (CUS) in cement-based materials with wet-grinding carbonated concrete slurry waste,open_access_pdf,unclear
1649,"Novel exploration of chemical compounds in mono-variate, Bi-variate, and multi-variate scenarios of waste glass powder as a cement replacement in concrete",abstract,unclear
1649,"Novel exploration of chemical compounds in mono-variate, Bi-variate, and multi-variate scenarios of waste glass powder as a cement replacement in concrete",open_access_pdf,unclear
1650,The Effect of Activation Methods on the Mechanical Properties of Cement Mortars with Recycled Powder from Concrete Waste as a Cement Partial Replacement: A Review,open_access_pdf,unclear
1651,Binary effect of silica fume and waste glass powder as a cement replacement for a sustainable concrete,abstract,unclear
1651,Binary effect of silica fume and waste glass powder as a cement replacement for a sustainable concrete,open_access_pdf,unclear
1653,A Review of the Utilization of Recycled Powder from Concrete Waste as a Cement Partial Replacement in Cement-Based Materials: Fundamental Properties and Activation Methods,open_access_pdf,unclear
1654,Packing density investigation of blended cement pastes incorporating waste perlite and recycled concrete powder,abstract,unclear
1654,Packing density investigation of blended cement pastes incorporating waste perlite and recycled concrete powder,open_access_pdf,unclear
1656,Reusing waste clay brick powder for low-carbon cement concrete and alkali-activated concrete: A critical review,abstract,unclear
1656,Reusing waste clay brick powder for low-carbon cement concrete and alkali-activated concrete: A critical review,open_access_pdf,unclear
1657,Predictive modeling of concrete properties with waste glass powder as a partial cement replacement,open_access_pdf,unclear
1658,Sustainable reuse of waste ceramic tiles powder and waste brick powder as a replacement for cement on green high strength concrete properties,abstract,unclear
1658,Sustainable reuse of waste ceramic tiles powder and waste brick powder as a replacement for cement on green high strength concrete properties,open_access_pdf,unclear
1659,Recycling of Waste Granodiorite Powder as a Partial Cement Replacement Material in Ordinary Concrete,venue,unclear
1660,Performance evaluation of ultra-high-performance fiber-reinforced concrete incorporating waste OLED glass powder as a cement replacement,abstract,unclear
1660,Performance evaluation of ultra-high-performance fiber-reinforced concrete incorporating waste OLED glass powder as a cement replacement,open_access_pdf,unclear
1661,Experimental investigation for the influence of graphene oxide on properties of the cement-waste concrete powder composite,open_access_pdf,unclear
1662,"Investigation of strength, durability, and microstructure properties of concrete with waste marble powder as a partial replacement of cement",open_access_pdf,unclear
1663,An accelerator prepared from waste concrete recycled powder and its effect on hydration of cement-based materials,venue,unclear
1663,An accelerator prepared from waste concrete recycled powder and its effect on hydration of cement-based materials,open_access_pdf,unclear
1665,"Effect of waste glass powder as partial cement replacement on fresh properties, mechanical strength, bond, water penetration and thermal conductivity of normal concrete",abstract,unclear
1665,"Effect of waste glass powder as partial cement replacement on fresh properties, mechanical strength, bond, water penetration and thermal conductivity of normal concrete",open_access_pdf,unclear
1666,Evaluating the shear performance of reinforced concrete beams using waste glass powder as a sustainable cement substitute,open_access_pdf,unclear
1667,Ceramic waste powder as a cement replacement in concrete paving blocks: mechanical properties and environmental assessment,open_access_pdf,unclear
1669,Evaluation of waste concrete recycled powder (WCRP) on the preparation of low-exothermic cement,abstract,unclear
1669,Evaluation of waste concrete recycled powder (WCRP) on the preparation of low-exothermic cement,open_access_pdf,unclear
1670,Investigating the flexural strength characteristics of reinforced concrete beams utilising waste glass powder as a sustainable cement alternative,abstract,unclear
1670,Investigating the flexural strength characteristics of reinforced concrete beams utilising waste glass powder as a sustainable cement alternative,open_access_pdf,unclear
1671,Experimental and Numerical Assessment of Sustainable Concrete Using Recycled Concrete Powder (RCP) as a Partial Replacement for Cement,open_access_pdf,unclear
1672,Sustainable Utilization of Recycled Concrete Powder as Sand Replacement in Cement Mortar Production: Impact of Sand-Cement Ratio,open_access_pdf,unclear
1673,The Characteristics of Recycled Concrete Powder and Its Influences on the Properties of Cement-based Materials,abstract,unclear
1673,The Characteristics of Recycled Concrete Powder and Its Influences on the Properties of Cement-based Materials,open_access_pdf,unclear
1674,Synthesis of amorphous nano-silica from recycled concrete fines by two-step wet carbonation,venue,unclear
1674,Synthesis of amorphous nano-silica from recycled concrete fines by two-step wet carbonation,abstract,unclear
1674,Synthesis of amorphous nano-silica from recycled concrete fines by two-step wet carbonation,open_access_pdf,unclear
1675,Beneficiation of recycled concrete fines through accelerated carbonation,abstract,unclear
1675,Beneficiation of recycled concrete fines through accelerated carbonation,open_access_pdf,unclear
1677,Carbon dioxide fixation technology for concrete waste using wet and semi-dry carbonation treatments,open_access_pdf,unclear
1679,Hydration and strength of cement paste containing metastable vaterite derived from recycled concrete fines and CO2,abstract,unclear
1679,Hydration and strength of cement paste containing metastable vaterite derived from recycled concrete fines and CO2,open_access_pdf,unclear
1680,Optimizing concrete properties with carbonated recycled concrete aggregate: a sustainable approach,abstract,unclear
1680,Optimizing concrete properties with carbonated recycled concrete aggregate: a sustainable approach,open_access_pdf,unclear
1681,High early pozzolanic reactivity of alumina-silica gel: A study of the hydration of composite cements with carbonated recycled concrete paste,abstract,unclear
1681,High early pozzolanic reactivity of alumina-silica gel: A study of the hydration of composite cements with carbonated recycled concrete paste,open_access_pdf,unclear
1682,Investigating the Mechanical and Durability Properties of Carbonated Recycled Aggregate Concrete and Its Performance with SCMs,open_access_pdf,unclear
1683,Mechanochemical carbonation of recycled concrete fines: Towards a high-efficiency recycling and CO2 sequestration,abstract,unclear
1683,Mechanochemical carbonation of recycled concrete fines: Towards a high-efficiency recycling and CO2 sequestration,open_access_pdf,unclear
1684,Enhancement mechanism of wet-carbonated recycled concrete aggregates subjected to calcium-rich and magnesium-rich industrial reclaimed wastewater sources,abstract,unclear
1685,Development of Ultra-High Performance Concrete (UHPC) matrix based on recycled concrete fines subjected to coupling curing of microwave and wet carbonation,abstract,unclear
1685,Development of Ultra-High Performance Concrete (UHPC) matrix based on recycled concrete fines subjected to coupling curing of microwave and wet carbonation,open_access_pdf,unclear
